CardImageURLs:	
B07/B07-062R_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/o3kg4358o7xhfs8/AAC2XlxDt6B2yeFPiU9LAb9La/B07-062R_SAMPLE.png 
B07/B07-062Rplus_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/o3kg4358o7xhfs8/AAATdNPfA4u9EaWKMuyLyTWVa/B07-062Rplus_SAMPLE.png 
B07/B07-063N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/o3kg4358o7xhfs8/AADMizFw7G1eRe83I0V6YTeZa/B07-063N_SAMPLE.png 
B07/B07-064R_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/o3kg4358o7xhfs8/AACi-vS0JTqUMMm94ACkFLsFa/B07-064R_SAMPLE.png 
B07/B07-064Rplus_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/o3kg4358o7xhfs8/AAA79_54ZKShuz-1kIZWttSZa/B07-064Rplus_SAMPLE.png 
B07/B07-065N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/o3kg4358o7xhfs8/AADoprJGs6AfIYNVox6YwlG-a/B07-065N_SAMPLE.png 
B07/B07-066SR_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/o3kg4358o7xhfs8/AAAEkxWUAhdwMrFipl81X01oa/B07-066SR_SAMPLE.png 
B07/B07-067HN_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/o3kg4358o7xhfs8/AACn2sKeZhXAnw_GqNVDku20a/B07-067HN_SAMPLE.png 
B07/B07-068R_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/o3kg4358o7xhfs8/AADeXf7vH2Cw9Xuqz_g4v5_Ea/B07-068R_SAMPLE.png 
B07/B07-069N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/o3kg4358o7xhfs8/AAB8mWZly1C9BhtVJVtpjlbUa/B07-069N_SAMPLE.png 
B07/B07-070HN_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/o3kg4358o7xhfs8/AACpbP3b4i7c9BvN2xn6JDVNa/B07-070HN_SAMPLE.png 
B07/B07-071N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/o3kg4358o7xhfs8/AAD4r-fLWdhk5htqylW8ZLQ2a/B07-071N_SAMPLE.png 
B07/B07-072R_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/o3kg4358o7xhfs8/AAAdTYeCZOrawc1utikmBJqaa/B07-072R_SAMPLE.png 
B07/B07-073N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/o3kg4358o7xhfs8/AAD0zprkIvKvQEKPnIw96lcMa/B07-073N_SAMPLE.png 
B07/B07-074HN_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/o3kg4358o7xhfs8/AABdx5it6GBbhDqnIblFPKBZa/B07-074HN_SAMPLE.png 
B07/B07-075N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/o3kg4358o7xhfs8/AAAt8_KPiP7ZIEpghx_8KEwEa/B07-075N_SAMPLE.png 
B07/B07-076R_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/o3kg4358o7xhfs8/AAD9WDOGH9r_xNDYxOIf_01Ya/B07-076R_SAMPLE.png 
B07/B07-077N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/o3kg4358o7xhfs8/AADs816du0QEUCUJkTfDN_Efa/B07-077N_SAMPLE.png 
B07/B07-078HN_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/o3kg4358o7xhfs8/AACwJAz-dAVQAtYUmCr4SSPYa/B07-078HN_SAMPLE.png 
B07/B07-079N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/o3kg4358o7xhfs8/AACJCuNtrYEoEc9u0kBeyzmva/B07-079N_SAMPLE.png 
B07/B07-080HN_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/o3kg4358o7xhfs8/AADNegfTMCHAKiWpEOyp2w5ka/B07-080HN_SAMPLE.png 
B07/B07-081N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/o3kg4358o7xhfs8/AADss_jt6d_5bfEKRgzHy7wfa/B07-081N_SAMPLE.png 
B07/B07-082HN_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/o3kg4358o7xhfs8/AABqbMlF3qPACMLJ2Fhlfdtra/B07-082HN_SAMPLE.png 
B07/B07-083N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/o3kg4358o7xhfs8/AADkUJs7-_H4OpsOAsV6Bo2Ha/B07-083N_SAMPLE.png 
B07/B07-084R_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/o3kg4358o7xhfs8/AAAURn3ag8QYlBlXxIwZgnmOa/B07-084R_SAMPLE.png 
B07/B07-085N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/o3kg4358o7xhfs8/AADez5iAmiY7SaycOx_EuTpDa/B07-085N_SAMPLE.png 
B07/B07-086HN_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/o3kg4358o7xhfs8/AAAQJSS2n4SGQxlAZ_1zRorsa/B07-086HN_SAMPLE.png 
B07/B07-087HN_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/o3kg4358o7xhfs8/AABdhTqdUoQfZgtOqMGCmsD_a/B07-087HN_SAMPLE.png 
B07/B07-088HN_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/o3kg4358o7xhfs8/AAD8-jvBE57AuEL7Eh8oY28ja/B07-088HN_SAMPLE.png 
B07/B07-089N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/o3kg4358o7xhfs8/AAAmJU_im0waEWnDq_VaAR1Wa/B07-089N_SAMPLE.png 
B07/B07-090HN_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/o3kg4358o7xhfs8/AAA1FMSkXW-dFXfjfR9eXiyXa/B07-090HN_SAMPLE.png 
B07/B07-091N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/o3kg4358o7xhfs8/AAA8qwx-cmPZti_zv0VLTy1ca/B07-091N_SAMPLE.png 
B07/B07-092HN_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/o3kg4358o7xhfs8/AAArY9q1xvw779Oh7FJAfi2ea/B07-092HN_SAMPLE.png 
B07/B07-093R_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/o3kg4358o7xhfs8/AAC6dy4K-Uo_rsvU1oIAwzFTa/B07-093R_SAMPLE.png 
B07/B07-093Rplus_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/o3kg4358o7xhfs8/AADRTD-YeJhHhBXKUX0bYhcCa/B07-093Rplus_SAMPLE.png 
B07/B07-094N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/o3kg4358o7xhfs8/AACDYpRZhP0Wy5E6xksN4pM1a/B07-094N_SAMPLE.png 
B07/B07-095HN_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/o3kg4358o7xhfs8/AACk4G0ae4fBrbbDTpsK0lX6a/B07-095HN_SAMPLE.png 
B07/B07-096N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/o3kg4358o7xhfs8/AADKiiYKYJhQuruE4EbSRnmoa/B07-096N_SAMPLE.png 
B07/B07-097SR_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/o3kg4358o7xhfs8/AAAZtlTLhwj8Ox84J5Rwg79Sa/B07-097SR_SAMPLE.png 
B07/B07-098HN_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/o3kg4358o7xhfs8/AABudh1sqpuNaTw92LKT9Y1sa/B07-098HN_SAMPLE.png 
B07/B07-099HN_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/o3kg4358o7xhfs8/AAAhw7MQkAy8BCC2vVuBivK5a/B07-099HN_SAMPLE.png 
B07/B07-100N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/o3kg4358o7xhfs8/AAC4x9T33p6bNKrKt4R-4SHra/B07-100N_SAMPLE.png 
B08/B08-001SR_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AABENqFXkU5wcScaMov7qOroa/B08-001SR_SAMPLE.png 
B08/B08-001SRplus_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AAA4DGiLme2W-Ha9NwyUFnb5a/B08-001SRplus_SAMPLE.png 
B08/B08-002SR_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AADKzdqhTDu0OZTf-So_Ddrba/B08-002SR_SAMPLE.png 
B08/B08-003HN_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AADrueJ0Td3nG60A_hPMUpXZa/B08-003HN_SAMPLE.png 
B08/B08-004R_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AAA3L9_0aqbHei4k3GxTSTbqa/B08-004R_SAMPLE.png 
B08/B08-004Rplus_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AADuPrhGlB0eC1_usktzg1H7a/B08-004Rplus_SAMPLE.png 
B08/B08-005N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AAB5On0O2Z--9NCfrnl7oLz9a/B08-005N_SAMPLE.png 
B08/B08-006SR_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AABRqgim95gPLw4_1-EjGQeEa/B08-006SR_SAMPLE.png 
B08/B08-007N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AAAiGEB_eWv2yXTVIHRCfIUCa/B08-007N_SAMPLE.png 
B08/B08-008HN_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AABkCoTHESXIUTX8nytMauTxa/B08-008HN_SAMPLE.png 
B08/B08-009SR_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AABDe_QWCingNrSoS9zcU_gMa/B08-009SR_SAMPLE.png 
B08/B08-009SRplus_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AACyKYG2FMkk_V7EhxCmsSKsa/B08-009SRplus_SAMPLE.png 
B08/B08-010R_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AACvYgdpkoH2vvv7i1UUQZ4da/B08-010R_SAMPLE.png 
B08/B08-011N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AACo2abmy5lzXD4HtzlaK4VLa/B08-011N_SAMPLE.png 
B08/B08-012HN_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AADME4mznbIID3hxEr1ZW9TTa/B08-012HN_SAMPLE.png 
B08/B08-013HN_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AACqqIQnDqZUQjPmbPI6mYp2a/B08-013HN_SAMPLE.png 
B08/B08-014HN_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AABxz0ADgVVrh9yvPLFd4sGsa/B08-014HN_SAMPLE.png 
B08/B08-015N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AADmKfBF_8H-a7K8T6mAtGGVa/B08-015N_SAMPLE.png 
B08/B08-016HN_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AABx24mlgRgz1zG5-7RckKzra/B08-016HN_SAMPLE.png 
B08/B08-017N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AACWfX9eP0W776XoufGNhZVia/B08-017N_SAMPLE.png 
B08/B08-018N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AAC1759woGYIWb0BrK9QrgAua/B08-018N_SAMPLE.png 
B08/B08-019R_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AAAlicYJRivaP3w_hEIFC4Yya/B08-019R_SAMPLE.png 
B08/B08-019Rplus_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AABhKztdwcksqc5McV_m29Qza/B08-019Rplus_SAMPLE.png 
B08/B08-020N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AADudfnu35GIIki07G0dEHj9a/B08-020N_SAMPLE.png 
B08/B08-021HN_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AACbFA0Z-bfJwxRPkKdzvALoa/B08-021HN_SAMPLE.png 
B08/B08-022N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AADkULksHOKZil-S3ByxgnnQa/B08-022N_SAMPLE.png 
B08/B08-023R_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AADARobuSux-IQWHi4IZFYV-a/B08-023R_SAMPLE.png 
B08/B08-023Rplus_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AACBhG5MepkCiINMBRocERFIa/B08-023Rplus_SAMPLE.png 
B08/B08-024N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AADJ6rPCR50e9mXSsgNgQTt3a/B08-024N_SAMPLE.png 
B08/B08-025HN_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AAB4FO7HKRU4NOT2BTUJ3-nba/B08-025HN_SAMPLE.png 
B08/B08-026R_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AADj3So2pj01J7zfeWsPjwL9a/B08-026R_SAMPLE.png 
B08/B08-027N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AAAQuUKvLvK4Ao7MoLLMS8sOa/B08-027N_SAMPLE.png 
B08/B08-028SR_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AADD8F_b2toRHFNYmBYSF_uja/B08-028SR_SAMPLE.png 
B08/B08-029N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AACFsTo8bQd_aUZT03STwqXWa/B08-029N_SAMPLE.png 
B08/B08-030HN_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AAB_6DtCRKsHP46_ofRrFaCia/B08-030HN_SAMPLE.png 
B08/B08-031HN_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AAB2rCl3mkuzKAlagyO7St6Da/B08-031HN_SAMPLE.png 
B08/B08-032N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AAAfhaABK3a7TcYvsLDXxmq8a/B08-032N_SAMPLE.png 
B08/B08-033R_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AAAXMtUj4p_r_oLLI-Rg1qyVa/B08-033R_SAMPLE.png 
B08/B08-034HN_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AADXfHUHSQ_zR_zbmi6xBdmJa/B08-034HN_SAMPLE.png 
B08/B08-035N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AACsT8QT_V7jfmtzROASJ-hJa/B08-035N_SAMPLE.png 
B08/B08-036HN_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AAAyZq2ET0SEJmsG620WxrxFa/B08-036HN_SAMPLE.png 
B08/B08-037N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AAD0-Zr9lJ34AYCj6pK0E8NTa/B08-037N_SAMPLE.png 
B08/B08-038N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AACTCXMNxJUeGoQWetOAs3d0a/B08-038N_SAMPLE.png 
B08/B08-039R_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AADtwpdgPQi1rO9S8zTwBjG5a/B08-039R_SAMPLE.png 
B08/B08-039Rplus_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AAAabuSXo3P3hT1TONBHJ0uHa/B08-039Rplus_SAMPLE.png 
B08/B08-040N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AABaMfVopn7QgwsefNhud-L9a/B08-040N_SAMPLE.png 
B08/B08-041HN_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AAAYlpu9HUQzb8uz0ltk81X-a/B08-041HN_SAMPLE.png 
B08/B08-042N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AAC_fYfAZ064j3wRyRDI6FZWa/B08-042N_SAMPLE.png 
B08/B08-043HN_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AABJBCCQJEneeGQ05ZhLMVYCa/B08-043HN_SAMPLE.png 
B08/B08-044N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AACgivmA4IFr3GBCi4Oo_dl7a/B08-044N_SAMPLE.png 
B08/B08-045SR_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AADGA5jc78845Y7ByhBQTlhBa/B08-045SR_SAMPLE.png 
B08/B08-045SRplus_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AADn6c9xK8mkvA1ELVhWY_KSa/B08-045SRplus_SAMPLE.png 
B08/B08-046N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AACtC7bUKatOg8ShdQGdLS0Ja/B08-046N_SAMPLE.png 
B08/B08-047aN_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AAAUeR--XdPxNvgk6SWtZJcka/B08-047aN_SAMPLE.png 
B08/B08-047bN_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AABKSzg_oa9WYHVUEGEmXcJ6a/B08-047bN_SAMPLE.png 
B08/B08-047cN_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AAB6e_VqTjhEX69e_imp3swTa/B08-047cN_SAMPLE.png 
B08/B08-048R_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AACX_rOP9wUdgB-_beQ3cYJEa/B08-048R_SAMPLE.png 
B08/B08-049HN_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AADD7b4RM8XIuHHB9Ju2P80Aa/B08-049HN_SAMPLE.png 
B08/B08-050N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AABMKRMB2OAHeFRESctqiLJGa/B08-050N_SAMPLE.png 
B08/B08-051SR_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AAAQxh0zpsjt0CdMIzjPYTG9a/B08-051SR_SAMPLE.png 
B08/B08-051SRplus_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AADKMPxhHsSdH2ML58ti8zb-a/B08-051SRplus_SAMPLE.png 
B08/B08-052R_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AADJRnY7Bj0AN6WQBSX_zJJoa/B08-052R_SAMPLE.png 
B08/B08-052RplusX_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AADvzMU1ordf_PIzmFrLDLj3a/B08-052RplusX_SAMPLE.png 
B08/B08-053HN_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AADwXKADgdEYt17Hxbf95BAMa/B08-053HN_SAMPLE.png 
B08/B08-054SR_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AAAbq1aZAC7ESLQRLzeLLs7Ua/B08-054SR_SAMPLE.png 
B08/B08-054SRplus_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AAB1pEKOGhQg4shgXIw5Q-Fka/B08-054SRplus_SAMPLE.png 
B08/B08-055N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AAAB7UQMDiu3Seg8ONFIhD0xa/B08-055N_SAMPLE.png 
B08/B08-056HN_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AACdNuq5d6oZXb9n8GZE9vZYa/B08-056HN_SAMPLE.png 
B08/B08-057HN_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AACQKWvffJCwdUDoQbxRWM8Ea/B08-057HN_SAMPLE.png 
B08/B08-058N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AABUJmuVJwvLEKgxPSrsEd6Aa/B08-058N_SAMPLE.png 
B08/B08-059R_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AABG9wOdo4QxWH-L0WwtRkAJa/B08-059R_SAMPLE.png 
B08/B08-059Rplus_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AACvjl5t-0-wtXTgASY0dRT-a/B08-059Rplus_SAMPLE.png 
B08/B08-060N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AAAFdmujx7vWU-NVrK73PYdsa/B08-060N_SAMPLE.png 
B08/B08-061HN_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AACUsHsr6yglmTxGYJen8qtpa/B08-061HN_SAMPLE.png 
B08/B08-062HN_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AAAaWBrZrDTWzeN9kgjCnA8la/B08-062HN_SAMPLE.png 
B08/B08-063N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AAD_TCbiypvioFUZFlPHF_Z0a/B08-063N_SAMPLE.png 
B08/B08-064N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AACZ6W8ZYI_ibYdM5uvwrlKKa/B08-064N_SAMPLE.png 
B08/B08-065HN_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AACAJoc-sGLNgGBoLXcN0MTla/B08-065HN_SAMPLE.png 
B08/B08-066N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AACE4oFik7FgQKcg_Kw_TPfla/B08-066N_SAMPLE.png 
B08/B08-067HN_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AABFUi_q6NiL6TkzB_KxjrLxa/B08-067HN_SAMPLE.png 
B08/B08-068R_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AABIr8rcxQDT7dZ0oU-zLxJKa/B08-068R_SAMPLE.png 
B08/B08-069N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AACoCk0ul2_RH_x8XSGg-ArZa/B08-069N_SAMPLE.png 
B08/B08-070HN_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AABYR12xgCQ8_aCAwk3Pujxka/B08-070HN_SAMPLE.png 
B08/B08-071N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AADBrOm6pMj8Or9-AY8jT2FSa/B08-071N_SAMPLE.png 
B08/B08-072N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AADbcmAGblm-rPjNsOqPpicGa/B08-072N_SAMPLE.png 
B08/B08-073N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AABiqQnvxgc8ODsmc9nvRuNTa/B08-073N_SAMPLE.png 
B08/B08-074HN_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AACHWpsFh5Occm1HWUCz_hXPa/B08-074HN_SAMPLE.png 
B08/B08-075N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AAD9J6jKh5avdu5vE8wc0pVba/B08-075N_SAMPLE.png 
B08/B08-076SR_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AACmhMH4mzkmi7DGqgWLkW8Pa/B08-076SR_SAMPLE.png 
B08/B08-076SRplus_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AAA1q3ptyLLKB6pY7vsJxUP5a/B08-076SRplus_SAMPLE.png 
B08/B08-077N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AADixW_MjV3yLRdDZRx9webra/B08-077N_SAMPLE.png 
B08/B08-078HN_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AAAXOf-90NAE32RnO8Wmd6TFa/B08-078HN_SAMPLE.png 
B08/B08-079SR_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AACJfQV4V85NK1THMgVUgKJsa/B08-079SR_SAMPLE.png 
B08/B08-080N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AAA2NLp_e-MUKhcthcempRvba/B08-080N_SAMPLE.png 
B08/B08-081R_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AADU_F4xzjOEU8MLiiWufF9ga/B08-081R_SAMPLE.png 
B08/B08-081Rplus_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AACMxFbqUghIZrH3da7Ix6xXa/B08-081Rplus_SAMPLE.png 
B08/B08-082N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AACudGiz0w-zpWt8MpZLwUnda/B08-082N_SAMPLE.png 
B08/B08-083HN_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AAANo8VKwTymwqJPIdcGndNKa/B08-083HN_SAMPLE.png 
B08/B08-084R_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AAC8IePY-npZVS5u-bcS2bypa/B08-084R_SAMPLE.png 
B08/B08-085R_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AADbgzbyJy5wtEZZbPy25IW-a/B08-085R_SAMPLE.png 
B08/B08-085Rplus_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AADpTTZlslI3zClTL4YtYC_na/B08-085Rplus_SAMPLE.png 
B08/B08-086N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AACUKWL7-DcyUomAS6lWjuaAa/B08-086N_SAMPLE.png 
B08/B08-087R_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AABCbXTdIFQ27Er2y9ego0q2a/B08-087R_SAMPLE.png 
B08/B08-087Rplus_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AAAClxOn8KsG6fJu_VulHJGHa/B08-087Rplus_SAMPLE.png 
B08/B08-088N_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AAAo85XZwvkxRSA0W5mH7YM7a/B08-088N_SAMPLE.png 
B08/B08-089HN_SAMPLE.jpg	https://dl.dropboxusercontent.com/sh/yfoc8had7u0w52i/AADI2My9u8v0ZEMHXz-9JD1na/B08-089HN_SAMPLE.png 
